Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
w;155;31;46;Ausdauersport;Untergewicht
m;162;45;65;keinSport;Normalgewicht
w;162;38;58;keinSport;Normalgewicht
m;172;53;114;keinSport;Uebergewicht
w;167;52;134;Kraftsport;Uebergewicht
m;155;55;51;Ausdauersport;Normalgewicht
m;163;71;61;Ausdauersport;Untergewicht
m;153;74;79;Ausdauersport;Uebergewicht
w;163;77;73;Ausdauersport;Normalgewicht
w;159;37;75;Kraftsport;Normalgewicht
w;149;74;87;keinSport;Uebergewicht
m;162;43;65;Ausdauersport;Normalgewicht
w;153;61;78;keinSport;Uebergewicht
m;166;37;55;keinSport;Untergewicht
m;154;46;69;keinSport;Uebergewicht
m;157;46;51;keinSport;Untergewicht
w;144;50;50;Ausdauersport;Normalgewicht
w;146;18;66;keinSport;Uebergewicht
m;160;73;70;keinSport;Normalgewicht
w;159;53;53;keinSport;Untergewicht
m;160;23;103;Kraftsport;Uebergewicht
m;168;20;49;Ausdauersport;Normalgewicht
m;177;26;71;Ausdauersport;Normalgewicht
w;154;50;47;Ausdauersport;Untergewicht
w;155;59;49;Ausdauersport;Untergewicht
m;161;19;47;keinSport;Untergewicht
m;161;56;66;keinSport;Normalgewicht
m;160;56;104;keinSport;Uebergewicht
w;150;24;49;keinSport;Normalgewicht
w;152;43;47;Ausdauersport;Untergewicht
m;161;21;52;keinSport;Normalgewicht
m;168;45;107;Kraftsport;Uebergewicht
w;148;29;53;Ausdauersport;Normalgewicht
w;153;49;61;keinSport;Normalgewicht
m;157;48;97;Kraftsport;Uebergewicht
w;144;53;99;Ausdauersport;Uebergewicht
w;145;46;64;Ausdauersport;Uebergewicht
w;152;58;63;Ausdauersport;Normalgewicht
w;144;25;57;keinSport;Uebergewicht
m;167;67;64;keinSport;Untergewicht
w;149;22;36;keinSport;Untergewicht
w;152;39;55;Ausdauersport;Normalgewicht
m;162;25;48;keinSport;Untergewicht
w;153;70;53;Ausdauersport;Normalgewicht
w;147;39;56;keinSport;Normalgewicht
m;167;62;61;Ausdauersport;Untergewicht
m;175;44;79;Kraftsport;Normalgewicht
m;163;23;116;keinSport;Uebergewicht
m;163;48;69;keinSport;Normalgewicht
m;169;68;79;Ausdauersport;Normalgewicht
m;169;67;72;Kraftsport;Normalgewicht
w;151;64;67;Ausdauersport;Normalgewicht
w;149;42;52;Ausdauersport;Normalgewicht
w;158;40;80;keinSport;Uebergewicht
m;163;79;63;Kraftsport;Untergewicht
m;161;25;43;Ausdauersport;Untergewicht
w;145;59;116;keinSport;Uebergewicht
w;146;70;121;keinSport;Uebergewicht
m;172;38;59;Ausdauersport;Normalgewicht
w;148;59;90;keinSport;Uebergewicht
m;168;38;46;Ausdauersport;Untergewicht
m;166;72;131;Kraftsport;Uebergewicht
w;148;39;107;keinSport;Uebergewicht
m;160;40;80;Ausdauersport;Uebergewicht
w;153;37;117;keinSport;Uebergewicht
m;164;61;103;keinSport;Uebergewicht
m;165;22;74;Kraftsport;Uebergewicht
m;160;44;48;keinSport;Untergewicht
m;165;34;67;Ausdauersport;Normalgewicht
w;150;69;73;Kraftsport;Normalgewicht
m;152;79;102;Kraftsport;Uebergewicht
w;162;42;62;keinSport;Normalgewicht
w;155;44;43;Ausdauersport;Untergewicht
w;152;21;45;Ausdauersport;Normalgewicht
m;165;46;55;Ausdauersport;Untergewicht
m;173;32;71;Kraftsport;Normalgewicht
m;157;47;60;Ausdauersport;Normalgewicht
m;168;44;113;keinSport;Uebergewicht
m;162;19;43;Ausdauersport;Untergewicht
m;169;46;49;keinSport;Untergewicht
m;161;75;69;keinSport;Normalgewicht
m;162;43;53;Ausdauersport;Untergewicht
w;152;26;52;Kraftsport;Normalgewicht
w;153;28;69;Ausdauersport;Uebergewicht
m;162;27;59;keinSport;Normalgewicht
w;153;55;59;keinSport;Normalgewicht
m;161;46;124;Kraftsport;Uebergewicht
m;162;42;73;keinSport;Uebergewicht
m;170;42;81;keinSport;Uebergewicht
m;163;45;120;keinSport;Uebergewicht
w;149;57;83;Kraftsport;Uebergewicht
m;161;23;49;keinSport;Untergewicht
w;152;50;58;keinSport;Normalgewicht
m;162;56;44;Ausdauersport;Untergewicht
w;149;63;69;keinSport;Uebergewicht
m;160;26;53;keinSport;Untergewicht
m;171;25;83;keinSport;Uebergewicht
w;150;53;70;keinSport;Uebergewicht
m;147;48;56;Kraftsport;Normalgewicht
m;163;50;51;Ausdauersport;Normalgewicht
w;153;71;107;keinSport;Uebergewicht
w;152;56;69;keinSport;Uebergewicht
m;166;23;47;Ausdauersport;Normalgewicht
w;147;56;58;keinSport;Normalgewicht
w;151;38;65;keinSport;Uebergewicht
w;150;19;42;keinSport;Untergewicht
m;166;25;45;Ausdauersport;Untergewicht
w;148;28;42;Kraftsport;Untergewicht
w;148;49;63;keinSport;Uebergewicht
w;154;45;69;Kraftsport;Normalgewicht
w;152;18;40;keinSport;Untergewicht
w;153;39;100;Ausdauersport;Uebergewicht
m;173;62;61;keinSport;Untergewicht
w;146;39;46;Kraftsport;Normalgewicht
m;162;58;66;Kraftsport;Normalgewicht
m;168;28;106;keinSport;Uebergewicht
m;161;58;61;Ausdauersport;Normalgewicht
m;165;65;80;keinSport;Normalgewicht
m;169;44;56;keinSport;Untergewicht
m;158;62;126;keinSport;Uebergewicht
m;159;56;42;keinSport;Untergewicht
w;160;54;49;keinSport;Untergewicht
w;153;80;82;keinSport;Uebergewicht
m;153;70;67;keinSport;Normalgewicht
w;152;32;85;keinSport;Uebergewicht
m;165;24;49;keinSport;Untergewicht
w;147;43;46;keinSport;Normalgewicht
m;159;39;76;keinSport;Uebergewicht
m;167;44;89;Ausdauersport;Uebergewicht
m;156;47;44;keinSport;Untergewicht
m;170;41;77;Ausdauersport;Normalgewicht
w;153;39;46;Kraftsport;Untergewicht
m;170;42;43;Ausdauersport;Untergewicht
m;165;68;57;keinSport;Untergewicht
w;153;49;54;Ausdauersport;Normalgewicht
w;152;88;43;keinSport;Untergewicht
w;159;50;70;keinSport;Uebergewicht
w;144;26;52;keinSport;Normalgewicht
m;165;35;54;Ausdauersport;Untergewicht
w;157;46;100;Ausdauersport;Uebergewicht
m;158;51;50;Ausdauersport;Untergewicht
m;166;34;50;Ausdauersport;Untergewicht
w;148;41;41;Ausdauersport;Untergewicht
m;169;73;56;Ausdauersport;Normalgewicht
w;152;22;48;Ausdauersport;Normalgewicht
w;148;56;119;keinSport;Uebergewicht
m;160;52;107;keinSport;Uebergewicht
w;150;21;48;keinSport;Normalgewicht
w;149;57;44;Ausdauersport;Normalgewicht
w;159;50;81;keinSport;Uebergewicht
w;146;25;100;keinSport;Uebergewicht
m;169;28;59;keinSport;Untergewicht
w;161;47;100;Ausdauersport;Uebergewicht
w;159;56;79;Kraftsport;Normalgewicht
w;149;55;56;Ausdauersport;Normalgewicht
m;173;52;65;keinSport;Untergewicht
m;163;63;130;keinSport;Uebergewicht
w;162;73;76;keinSport;Normalgewicht
m;159;80;123;Kraftsport;Uebergewicht
w;153;18;57;keinSport;Uebergewicht
w;150;41;65;keinSport;Uebergewicht
m;156;23;100;keinSport;Uebergewicht
w;149;37;114;keinSport;Uebergewicht
w;157;34;90;Kraftsport;Uebergewicht
m;176;43;76;keinSport;Normalgewicht
m;166;56;51;Ausdauersport;Normalgewicht
m;168;33;73;keinSport;Normalgewicht
m;154;62;71;keinSport;Uebergewicht
w;165;31;55;keinSport;Normalgewicht
w;147;60;60;Ausdauersport;Normalgewicht
w;160;56;55;keinSport;Untergewicht
m;164;77;83;Ausdauersport;Uebergewicht
w;146;66;65;Ausdauersport;Uebergewicht
w;159;57;62;Kraftsport;Normalgewicht
w;148;47;52;keinSport;Normalgewicht
w;165;19;49;keinSport;Untergewicht
w;158;54;56;Ausdauersport;Normalgewicht
w;146;50;58;Ausdauersport;Normalgewicht
w;155;46;71;keinSport;Uebergewicht
m;154;48;70;keinSport;Uebergewicht
w;158;72;65;Ausdauersport;Normalgewicht
m;162;53;63;keinSport;Normalgewicht
m;163;43;69;Ausdauersport;Normalgewicht
w;148;39;44;Kraftsport;Untergewicht
m;165;81;47;Kraftsport;Untergewicht
w;153;52;45;Ausdauersport;Untergewicht
w;158;55;67;keinSport;Normalgewicht
m;161;34;57;keinSport;Normalgewicht
m;156;75;65;Ausdauersport;Normalgewicht
w;153;71;128;keinSport;Uebergewicht
m;162;41;61;Ausdauersport;Normalgewicht
w;156;52;40;keinSport;Untergewicht
m;166;18;57;keinSport;Normalgewicht
m;168;38;52;Ausdauersport;Untergewicht
m;166;55;77;keinSport;Normalgewicht
m;158;28;69;keinSport;Uebergewicht
w;155;59;61;keinSport;Normalgewicht
m;169;39;45;Ausdauersport;Untergewicht
m;157;58;69;Ausdauersport;Normalgewicht
w;156;66;56;Kraftsport;Untergewicht
m;148;23;69;Kraftsport;Normalgewicht
w;146;32;65;Ausdauersport;Uebergewicht
m;152;46;54;keinSport;Normalgewicht
w;160;67;70;Ausdauersport;Normalgewicht
w;157;35;74;keinSport;Uebergewicht
m;152;78;63;keinSport;Normalgewicht
m;161;20;60;keinSport;Normalgewicht
m;167;62;75;Ausdauersport;Normalgewicht
m;166;52;81;keinSport;Uebergewicht
m;165;43;73;Ausdauersport;Normalgewicht
w;150;44;57;keinSport;Normalgewicht
m;147;53;73;keinSport;Uebergewicht
w;150;34;48;keinSport;Normalgewicht
w;148;26;60;Kraftsport;Uebergewicht
w;157;45;53;keinSport;Untergewicht
w;150;53;40;Ausdauersport;Untergewicht
w;148;67;54;keinSport;Untergewicht
m;166;65;62;keinSport;Untergewicht
m;150;20;54;Ausdauersport;Normalgewicht
m;168;22;59;Ausdauersport;Normalgewicht
m;157;43;72;Ausdauersport;Normalgewicht
w;151;60;54;keinSport;Normalgewicht
m;165;47;58;keinSport;Untergewicht
m;160;65;41;Ausdauersport;Untergewicht
w;157;56;82;keinSport;Uebergewicht
m;165;39;63;keinSport;Normalgewicht
m;157;26;36;keinSport;Untergewicht
w;153;78;56;Ausdauersport;Untergewicht
m;164;43;75;keinSport;Uebergewicht
m;166;44;74;keinSport;Normalgewicht
m;167;23;55;Ausdauersport;Untergewicht
w;147;22;42;keinSport;Normalgewicht
m;175;31;52;Ausdauersport;Untergewicht
w;156;34;70;Ausdauersport;Normalgewicht
w;151;66;77;Ausdauersport;Uebergewicht
w;153;73;57;Ausdauersport;Untergewicht
m;158;83;53;Kraftsport;Untergewicht
w;150;72;62;keinSport;Normalgewicht
m;165;40;75;keinSport;Uebergewicht
w;149;96;39;Ausdauersport;Normalgewicht
w;157;51;49;keinSport;Untergewicht
m;152;40;115;keinSport;Uebergewicht
w;160;52;66;keinSport;Normalgewicht
m;163;52;79;keinSport;Uebergewicht
w;174;57;69;Ausdauersport;Normalgewicht
w;164;45;84;keinSport;Uebergewicht
w;156;50;43;Ausdauersport;Normalgewicht
m;158;47;62;keinSport;Normalgewicht
m;154;55;69;Ausdauersport;Normalgewicht
m;163;57;54;Ausdauersport;Normalgewicht
w;163;39;49;Ausdauersport;Untergewicht
w;144;33;44;Ausdauersport;Normalgewicht
w;152;26;90;keinSport;Uebergewicht
w;162;64;73;Kraftsport;Normalgewicht
w;160;77;96;Kraftsport;Uebergewicht
m;156;41;72;keinSport;Uebergewicht
w;151;29;57;keinSport;Normalgewicht
m;171;50;68;Ausdauersport;Normalgewicht
m;162;45;49;Ausdauersport;Untergewicht
m;166;71;52;keinSport;Untergewicht
m;158;34;77;keinSport;Uebergewicht
m;156;21;48;keinSport;Untergewicht
m;152;55;88;Ausdauersport;Uebergewicht
m;174;44;46;Kraftsport;Untergewicht
w;158;47;68;Ausdauersport;Normalgewicht
m;167;69;57;Ausdauersport;Untergewicht
w;152;73;68;keinSport;Normalgewicht
w;164;83;53;Ausdauersport;Untergewicht
m;162;52;63;keinSport;Normalgewicht
w;156;49;55;keinSport;Normalgewicht
w;148;31;50;keinSport;Normalgewicht
w;155;33;67;Kraftsport;Normalgewicht
m;165;25;76;Ausdauersport;Normalgewicht
w;147;69;68;keinSport;Uebergewicht
m;162;76;115;Kraftsport;Uebergewicht
m;149;53;48;keinSport;Untergewicht
w;153;33;40;Ausdauersport;Untergewicht
w;170;29;54;Ausdauersport;Untergewicht
m;158;48;64;keinSport;Normalgewicht
w;151;90;41;Ausdauersport;Normalgewicht
w;152;78;75;keinSport;Uebergewicht
m;165;26;43;keinSport;Untergewicht
w;146;80;58;Kraftsport;Normalgewicht
w;148;33;74;keinSport;Uebergewicht
m;168;85;64;keinSport;Untergewicht
w;153;34;42;keinSport;Untergewicht
w;151;80;55;Ausdauersport;Untergewicht
w;152;22;63;Ausdauersport;Normalgewicht
m;158;19;48;keinSport;Untergewicht
w;154;32;52;keinSport;Normalgewicht
w;147;22;61;Ausdauersport;Normalgewicht
m;159;55;52;keinSport;Untergewicht
m;170;32;43;Ausdauersport;Untergewicht
w;150;22;103;keinSport;Uebergewicht
m;161;47;60;Ausdauersport;Normalgewicht
m;157;65;63;keinSport;Normalgewicht
w;147;47;75;keinSport;Uebergewicht
m;164;39;67;Ausdauersport;Normalgewicht
w;158;43;75;Ausdauersport;Uebergewicht
m;163;24;62;keinSport;Normalgewicht
w;148;45;55;Ausdauersport;Normalgewicht
w;147;47;43;Kraftsport;Normalgewicht
w;153;20;83;Kraftsport;Uebergewicht
w;153;59;58;keinSport;Normalgewicht
m;160;51;72;Ausdauersport;Normalgewicht
m;154;51;63;keinSport;Normalgewicht
w;153;41;115;keinSport;Uebergewicht
m;154;72;60;Ausdauersport;Normalgewicht
m;163;45;61;Kraftsport;Normalgewicht
w;155;45;66;keinSport;Uebergewicht
w;144;59;55;keinSport;Normalgewicht
m;160;55;45;Ausdauersport;Normalgewicht
w;154;51;85;Kraftsport;Uebergewicht
w;155;58;58;keinSport;Normalgewicht
m;164;59;56;keinSport;Untergewicht
m;158;26;47;Ausdauersport;Normalgewicht
w;154;21;47;keinSport;Normalgewicht
m;163;27;90;Kraftsport;Uebergewicht
w;147;52;56;Ausdauersport;Normalgewicht
m;152;48;68;keinSport;Uebergewicht
m;150;29;46;keinSport;Untergewicht
m;156;36;54;keinSport;Normalgewicht
w;151;63;74;keinSport;Uebergewicht
m;151;32;73;Ausdauersport;Uebergewicht
m;145;100;56;Ausdauersport;Normalgewicht
m;165;20;45;keinSport;Untergewicht
w;152;46;68;Ausdauersport;Normalgewicht
m;165;52;43;keinSport;Untergewicht
w;150;56;79;keinSport;Uebergewicht
w;149;73;76;Ausdauersport;Uebergewicht
m;154;64;52;Ausdauersport;Untergewicht
w;148;84;59;Ausdauersport;Normalgewicht
w;154;76;55;keinSport;Untergewicht
m;167;61;70;keinSport;Normalgewicht
m;160;74;72;keinSport;Normalgewicht
m;161;59;46;Ausdauersport;Normalgewicht
w;158;22;62;Ausdauersport;Normalgewicht
m;158;67;68;keinSport;Normalgewicht
m;161;55;91;keinSport;Uebergewicht
w;149;18;50;Ausdauersport;Normalgewicht
w;148;51;111;keinSport;Uebergewicht
m;156;67;64;keinSport;Normalgewicht
w;149;53;82;keinSport;Uebergewicht
m;168;58;58;Ausdauersport;Normalgewicht
w;150;23;49;Ausdauersport;Normalgewicht
m;169;56;80;keinSport;Normalgewicht
m;153;38;80;Kraftsport;Uebergewicht
m;160;45;59;keinSport;Normalgewicht
w;154;73;56;Ausdauersport;Normalgewicht
w;144;63;53;keinSport;Normalgewicht
w;147;22;69;keinSport;Uebergewicht
m;173;79;59;Ausdauersport;Normalgewicht
m;167;55;92;keinSport;Uebergewicht
w;154;58;68;keinSport;Uebergewicht
w;150;41;57;Ausdauersport;Normalgewicht
m;166;72;63;keinSport;Untergewicht
m;169;29;95;keinSport;Uebergewicht
m;161;51;61;Ausdauersport;Normalgewicht
w;154;22;65;keinSport;Uebergewicht
m;163;54;74;keinSport;Normalgewicht
w;160;47;38;Ausdauersport;Untergewicht
w;150;33;67;keinSport;Uebergewicht
w;151;46;64;keinSport;Uebergewicht
m;166;20;74;keinSport;Uebergewicht
w;155;25;61;keinSport;Uebergewicht
w;156;51;69;keinSport;Uebergewicht
w;155;30;55;Kraftsport;Normalgewicht
w;152;53;73;Ausdauersport;Uebergewicht
w;151;55;105;keinSport;Uebergewicht
m;158;64;62;Ausdauersport;Normalgewicht
w;153;58;95;keinSport;Uebergewicht
m;163;37;74;Ausdauersport;Uebergewicht
w;150;20;51;keinSport;Normalgewicht
w;147;37;68;Ausdauersport;Uebergewicht
m;165;54;131;keinSport;Uebergewicht
m;162;47;58;Kraftsport;Untergewicht
w;149;27;60;Ausdauersport;Normalgewicht
m;150;63;59;keinSport;Normalgewicht
w;153;75;61;keinSport;Normalgewicht
w;160;37;71;Ausdauersport;Normalgewicht
m;150;64;68;keinSport;Uebergewicht
m;145;29;57;keinSport;Uebergewicht
m;164;33;73;Kraftsport;Normalgewicht
m;163;44;56;Ausdauersport;Normalgewicht
m;165;56;57;keinSport;Untergewicht
m;166;21;56;Ausdauersport;Normalgewicht
m;165;48;64;keinSport;Normalgewicht
w;156;72;71;Ausdauersport;Normalgewicht
m;157;47;50;keinSport;Untergewicht
m;165;27;58;Ausdauersport;Normalgewicht
m;163;25;46;Ausdauersport;Normalgewicht
m;165;51;61;keinSport;Untergewicht
w;161;36;49;keinSport;Untergewicht
m;170;38;78;keinSport;Normalgewicht
w;143;65;70;Kraftsport;Uebergewicht
w;148;66;48;keinSport;Untergewicht
w;159;66;77;keinSport;Uebergewicht
w;151;33;37;Ausdauersport;Untergewicht
w;148;51;78;Kraftsport;Uebergewicht
m;162;22;70;keinSport;Uebergewicht
w;149;38;65;keinSport;Uebergewicht
m;147;70;80;keinSport;Uebergewicht
m;163;36;65;Ausdauersport;Normalgewicht
w;145;51;100;Ausdauersport;Uebergewicht
w;150;50;71;keinSport;Uebergewicht
w;154;30;47;Ausdauersport;Normalgewicht
w;159;50;56;keinSport;Normalgewicht
m;158;46;64;Ausdauersport;Normalgewicht
w;149;60;78;keinSport;Uebergewicht
w;156;58;61;Ausdauersport;Normalgewicht
w;154;56;77;keinSport;Uebergewicht
w;159;80;58;keinSport;Untergewicht
w;161;62;101;Ausdauersport;Uebergewicht
m;160;52;51;keinSport;Untergewicht
w;142;51;67;Kraftsport;Uebergewicht
m;153;39;50;keinSport;Untergewicht
m;169;34;45;Ausdauersport;Untergewicht
w;153;43;45;keinSport;Untergewicht
w;161;31;54;keinSport;Normalgewicht
m;167;71;85;keinSport;Uebergewicht
w;150;55;61;Ausdauersport;Normalgewicht
m;163;46;50;Ausdauersport;Normalgewicht
m;172;36;82;Ausdauersport;Normalgewicht
m;171;65;88;keinSport;Uebergewicht
m;152;72;86;Kraftsport;Uebergewicht
m;151;59;72;Ausdauersport;Uebergewicht
m;165;67;73;Kraftsport;Normalgewicht
m;152;38;44;Ausdauersport;Normalgewicht
w;153;79;101;Ausdauersport;Uebergewicht
w;155;78;57;keinSport;Untergewicht
m;160;83;73;Kraftsport;Normalgewicht
w;145;74;73;Kraftsport;Uebergewicht
m;155;73;128;keinSport;Uebergewicht
w;151;27;40;keinSport;Untergewicht
w;151;63;49;keinSport;Untergewicht
w;142;61;114;keinSport;Uebergewicht
w;150;95;38;Kraftsport;Untergewicht
w;151;77;43;Ausdauersport;Untergewicht
m;158;45;123;Kraftsport;Uebergewicht
w;148;31;76;Kraftsport;Uebergewicht
w;151;54;57;keinSport;Normalgewicht
m;155;44;53;keinSport;Normalgewicht
m;163;36;57;keinSport;Untergewicht
m;166;41;111;Ausdauersport;Uebergewicht
w;159;24;57;Ausdauersport;Normalgewicht
m;154;50;52;Kraftsport;Untergewicht
w;146;52;57;Ausdauersport;Normalgewicht
m;163;26;65;keinSport;Normalgewicht
w;159;44;46;keinSport;Untergewicht
w;150;53;78;Kraftsport;Uebergewicht
w;154;80;58;Kraftsport;Untergewicht
m;177;42;52;Ausdauersport;Untergewicht
w;154;54;49;Ausdauersport;Untergewicht
w;145;45;46;keinSport;Untergewicht
w;146;34;102;Ausdauersport;Uebergewicht
w;154;70;71;Ausdauersport;Uebergewicht
w;145;43;62;Kraftsport;Normalgewicht
w;153;57;48;Ausdauersport;Untergewicht
w;149;39;51;keinSport;Normalgewicht
w;155;21;60;keinSport;Uebergewicht
w;156;68;99;keinSport;Uebergewicht
m;159;41;119;keinSport;Uebergewicht
w;161;29;55;keinSport;Normalgewicht
m;152;40;63;Ausdauersport;Normalgewicht
w;157;23;68;Kraftsport;Uebergewicht
m;165;45;65;keinSport;Normalgewicht
w;145;34;73;Ausdauersport;Uebergewicht
m;157;22;52;keinSport;Normalgewicht
m;165;55;50;Ausdauersport;Untergewicht
m;168;44;49;Ausdauersport;Normalgewicht
m;165;52;65;Kraftsport;Normalgewicht
m;150;33;64;Ausdauersport;Normalgewicht
m;174;30;79;keinSport;Uebergewicht
w;148;76;59;keinSport;Normalgewicht
m;156;65;102;keinSport;Uebergewicht
m;156;80;78;Kraftsport;Normalgewicht
m;164;18;57;keinSport;Normalgewicht
m;156;58;80;keinSport;Uebergewicht
w;145;33;38;keinSport;Untergewicht
w;143;24;92;keinSport;Uebergewicht
m;169;20;95;Ausdauersport;Uebergewicht
w;154;27;46;keinSport;Untergewicht
m;170;64;60;keinSport;Untergewicht
w;142;62;109;Kraftsport;Uebergewicht
w;148;48;48;Kraftsport;Untergewicht
w;153;32;57;keinSport;Normalgewicht
m;169;22;62;keinSport;Normalgewicht
w;149;57;70;keinSport;Uebergewicht
m;157;52;56;keinSport;Untergewicht
m;161;29;116;keinSport;Uebergewicht
w;144;83;53;keinSport;Normalgewicht
m;162;57;79;Ausdauersport;Uebergewicht
m;156;59;61;Ausdauersport;Normalgewicht
w;158;50;58;Kraftsport;Normalgewicht
m;157;78;50;Ausdauersport;Normalgewicht
w;146;44;50;Ausdauersport;Normalgewicht
m;162;37;68;keinSport;Normalgewicht
w;148;28;66;keinSport;Uebergewicht
w;155;55;57;Kraftsport;Normalgewicht
w;145;65;62;Ausdauersport;Normalgewicht
w;148;44;72;Kraftsport;Normalgewicht
m;166;82;49;Ausdauersport;Untergewicht
m;165;44;44;keinSport;Untergewicht
m;162;56;103;keinSport;Uebergewicht
w;160;52;59;keinSport;Normalgewicht
w;154;20;45;keinSport;Normalgewicht
w;146;18;103;Ausdauersport;Uebergewicht
w;152;40;48;keinSport;Untergewicht
m;162;23;79;keinSport;Uebergewicht
m;160;48;50;Ausdauersport;Normalgewicht
w;157;24;70;Ausdauersport;Normalgewicht
m;155;55;67;keinSport;Normalgewicht
w;152;51;58;keinSport;Normalgewicht
w;149;22;58;Kraftsport;Normalgewicht
w;153;88;72;keinSport;Uebergewicht
w;157;60;114;keinSport;Uebergewicht
m;166;34;53;keinSport;Untergewicht
w;153;51;61;keinSport;Normalgewicht
w;154;58;67;Ausdauersport;Normalgewicht
w;155;47;58;Ausdauersport;Normalgewicht
m;159;65;79;Kraftsport;Normalgewicht
m;167;40;67;Ausdauersport;Normalgewicht
w;160;63;55;keinSport;Untergewicht
m;158;47;72;keinSport;Uebergewicht
m;156;55;103;keinSport;Uebergewicht
w;191;23;80;keinSport;Normalgewicht
m;167;55;78;Ausdauersport;Normalgewicht
m;155;32;50;keinSport;Untergewicht
m;150;49;94;keinSport;Uebergewicht
m;161;37;58;keinSport;Normalgewicht
m;154;29;106;keinSport;Uebergewicht
m;160;21;39;keinSport;Untergewicht
m;154;43;54;keinSport;Normalgewicht
w;148;87;74;keinSport;Uebergewicht
m;163;52;63;Ausdauersport;Normalgewicht
m;162;45;49;keinSport;Untergewicht
w;150;67;93;keinSport;Uebergewicht
w;153;38;48;keinSport;Untergewicht
w;148;21;59;keinSport;Uebergewicht
m;161;26;66;keinSport;Normalgewicht
w;155;47;49;Ausdauersport;Untergewicht
m;165;55;68;keinSport;Normalgewicht
m;168;54;110;Ausdauersport;Uebergewicht
w;144;48;47;Ausdauersport;Normalgewicht
m;151;50;57;Ausdauersport;Normalgewicht
w;154;29;64;keinSport;Uebergewicht
m;158;47;48;Ausdauersport;Untergewicht
m;166;72;85;Ausdauersport;Uebergewicht
w;145;56;46;keinSport;Untergewicht
m;151;20;44;keinSport;Untergewicht
w;145;29;47;Kraftsport;Normalgewicht
w;153;49;104;Ausdauersport;Uebergewicht
w;159;34;50;keinSport;Untergewicht
w;145;45;111;keinSport;Uebergewicht
w;148;18;41;Ausdauersport;Normalgewicht
w;149;75;121;keinSport;Uebergewicht
m;162;66;80;keinSport;Uebergewicht
m;156;62;53;Kraftsport;Untergewicht
w;154;39;69;Ausdauersport;Normalgewicht
w;158;76;64;Ausdauersport;Normalgewicht
w;150;47;91;keinSport;Uebergewicht
w;152;77;63;Ausdauersport;Normalgewicht
m;165;53;51;Ausdauersport;Normalgewicht
m;161;51;66;Ausdauersport;Normalgewicht
m;161;59;73;Ausdauersport;Normalgewicht
m;152;80;59;Ausdauersport;Normalgewicht
m;160;31;62;Ausdauersport;Normalgewicht
w;144;38;61;keinSport;Uebergewicht
m;158;37;45;Ausdauersport;Untergewicht
w;151;22;45;Ausdauersport;Normalgewicht
m;168;47;55;Ausdauersport;Untergewicht
w;150;58;59;keinSport;Normalgewicht
w;145;18;48;Kraftsport;Normalgewicht
m;167;59;89;Ausdauersport;Uebergewicht
w;145;22;45;keinSport;Normalgewicht
m;149;55;63;Kraftsport;Normalgewicht
w;150;31;52;Ausdauersport;Normalgewicht
w;150;50;52;keinSport;Normalgewicht
m;152;43;95;Kraftsport;Uebergewicht
w;145;49;62;keinSport;Uebergewicht
m;167;34;47;Ausdauersport;Untergewicht
m;165;19;41;keinSport;Untergewicht
